    -0.050000    -0.010000     0.471806     0.760000     0.009266
    -0.050000    -0.010000     0.473520     0.760000     0.007914
    -0.050000    -0.010000     0.475235     0.760000     0.007969
    -0.050000    -0.010000     0.476949     0.760000     0.009428
    -0.050000    -0.006000     0.471806     0.760000     0.009640
    -0.050000    -0.006000     0.473520     0.760000     0.007375
    -0.050000    -0.006000     0.475235     0.760000     0.006431
    -0.050000    -0.006000     0.476949     0.760000     0.007103
    -0.050000    -0.006000     0.478663     0.760000     0.009199
    -0.050000    -0.002000     0.473520     0.760000     0.008698
    -0.050000    -0.002000     0.475235     0.760000     0.007384
    -0.050000    -0.002000     0.476949     0.760000     0.007566
    -0.050000    -0.002000     0.478663     0.760000     0.009206
    -0.050000     0.002000     0.473520     0.760000     0.008679
    -0.050000     0.002000     0.475235     0.760000     0.007354
    -0.050000     0.002000     0.476949     0.760000     0.007526
    -0.050000     0.002000     0.478663     0.760000     0.009160
    -0.050000     0.006000     0.471806     0.760000     0.009638
    -0.050000     0.006000     0.473520     0.760000     0.007348
    -0.050000     0.006000     0.475235     0.760000     0.006371
    -0.050000     0.006000     0.476949     0.760000     0.007013
    -0.050000     0.006000     0.478663     0.760000     0.009090
    -0.050000     0.010000     0.471806     0.760000     0.009362
    -0.050000     0.010000     0.473520     0.760000     0.007975
    -0.050000     0.010000     0.475235     0.760000     0.007979
    -0.050000     0.010000     0.476949     0.760000     0.009387
    -0.046000    -0.022000     0.461520     0.760000     0.009743
    -0.046000    -0.022000     0.463235     0.760000     0.009962
    -0.046000    -0.018000     0.459806     0.760000     0.009677
    -0.046000    -0.018000     0.461520     0.760000     0.005888
    -0.046000    -0.018000     0.463235     0.760000     0.002730
    -0.046000    -0.018000     0.464949     0.760000     0.001056
    -0.046000    -0.018000     0.466663     0.760000     0.001836
    -0.046000    -0.018000     0.468378     0.760000     0.004568
    -0.046000    -0.018000     0.470092     0.760000     0.008201
    -0.046000     0.018000     0.459806     0.760000     0.009698
    -0.046000     0.018000     0.461520     0.760000     0.005892
    -0.046000     0.018000     0.463235     0.760000     0.002685
    -0.046000     0.018000     0.464949     0.760000     0.000917
    -0.046000     0.018000     0.466663     0.760000     0.001614
    -0.046000     0.018000     0.468378     0.760000     0.004314
    -0.046000     0.018000     0.470092     0.760000     0.007937
    -0.042000    -0.026000     0.449520     0.760000     0.009935
    -0.042000    -0.026000     0.451235     0.760000     0.005918
    -0.042000    -0.026000     0.452949     0.760000     0.002354
    -0.042000    -0.026000     0.454663     0.760000     0.000030
    -0.042000    -0.026000     0.456378     0.760000     0.000360
    -0.042000    -0.026000     0.458092     0.760000     0.003068
    -0.042000    -0.026000     0.459806     0.760000     0.006759
    -0.042000     0.026000     0.449520     0.760000     0.009998
    -0.042000     0.026000     0.451235     0.760000     0.006013
    -0.042000     0.026000     0.452949     0.760000     0.002475
    -0.042000     0.026000     0.454663     0.760000     0.000142
    -0.042000     0.026000     0.456378     0.760000     0.000384
    -0.042000     0.026000     0.458092     0.760000     0.003000
    -0.042000     0.026000     0.459806     0.760000     0.006632
    -0.038000    -0.034000     0.442663     0.760000     0.009352
    -0.038000    -0.034000     0.444378     0.760000     0.008283
    -0.038000    -0.034000     0.446092     0.760000     0.008590
    -0.038000    -0.030000     0.446092     0.760000     0.009421
    -0.038000    -0.030000     0.447806     0.760000     0.007055
    -0.038000    -0.030000     0.449520     0.760000     0.005959
    -0.038000    -0.030000     0.451235     0.760000     0.006452
    -0.038000    -0.030000     0.452949     0.760000     0.008369
    -0.038000     0.030000     0.446092     0.760000     0.008902
    -0.038000     0.030000     0.447806     0.760000     0.006460
    -0.038000     0.030000     0.449520     0.760000     0.005306
    -0.038000     0.030000     0.451235     0.760000     0.005801
    -0.038000     0.030000     0.452949     0.760000     0.007765
    -0.038000     0.034000     0.444378     0.760000     0.009149
    -0.038000     0.034000     0.446092     0.760000     0.009403
    -0.034000    -0.038000     0.437520     0.760000     0.009804
    -0.034000    -0.038000     0.439235     0.760000     0.008186
    -0.034000    -0.038000     0.440949     0.760000     0.007972
    -0.034000    -0.038000     0.442663     0.760000     0.009206
    -0.034000     0.038000     0.439235     0.760000     0.008961
    -0.034000     0.038000     0.440949     0.760000     0.008729
    -0.034000     0.038000     0.442663     0.760000     0.009857
    -0.026000    -0.042000     0.439235     0.760000     0.009626
    -0.026000     0.042000     0.439235     0.760000     0.009166
    -0.026000     0.042000     0.440949     0.760000     0.009658
    -0.022000    -0.046000     0.435806     0.760000     0.009244
    -0.022000    -0.046000     0.437520     0.760000     0.008543
    -0.022000    -0.046000     0.439235     0.760000     0.009308
    -0.022000     0.046000     0.435806     0.760000     0.009816
    -0.022000     0.046000     0.437520     0.760000     0.009028
    -0.022000     0.046000     0.439235     0.760000     0.009642
    -0.018000    -0.046000     0.439235     0.760000     0.008374
    -0.018000    -0.046000     0.440949     0.760000     0.007615
    -0.018000    -0.046000     0.442663     0.760000     0.008376
    -0.018000     0.046000     0.439235     0.760000     0.008130
    -0.018000     0.046000     0.440949     0.760000     0.007207
    -0.018000     0.046000     0.442663     0.760000     0.007825
    -0.018000     0.046000     0.444378     0.760000     0.009797
    -0.010000    -0.050000     0.442663     0.760000     0.009512
    -0.010000    -0.050000     0.444378     0.760000     0.008082
    -0.010000    -0.050000     0.446092     0.760000     0.008029
    -0.010000    -0.050000     0.447806     0.760000     0.009357
    -0.010000     0.050000     0.444378     0.760000     0.008767
    -0.010000     0.050000     0.446092     0.760000     0.008430
    -0.010000     0.050000     0.447806     0.760000     0.009446
    -0.006000    -0.050000     0.446092     0.760000     0.008118
    -0.006000    -0.050000     0.447806     0.760000     0.005421
    -0.006000    -0.050000     0.449520     0.760000     0.004074
    -0.006000    -0.050000     0.451235     0.760000     0.004574
    -0.006000    -0.050000     0.452949     0.760000     0.006704
    -0.006000    -0.050000     0.454663     0.760000     0.009831
    -0.006000     0.050000     0.446092     0.760000     0.009024
    -0.006000     0.050000     0.447806     0.760000     0.006172
    -0.006000     0.050000     0.449520     0.760000     0.004508
    -0.006000     0.050000     0.451235     0.760000     0.004574
    -0.006000     0.050000     0.452949     0.760000     0.006338
    -0.006000     0.050000     0.454663     0.760000     0.009232
    -0.002000    -0.050000     0.449520     0.760000     0.009519
    -0.002000    -0.050000     0.451235     0.760000     0.005973
    -0.002000    -0.050000     0.452949     0.760000     0.003250
    -0.002000    -0.050000     0.454663     0.760000     0.002167
    -0.002000    -0.050000     0.456378     0.760000     0.003282
    -0.002000    -0.050000     0.458092     0.760000     0.006017
    -0.002000    -0.050000     0.459806     0.760000     0.009559
    -0.002000     0.050000     0.451235     0.760000     0.006812
    -0.002000     0.050000     0.452949     0.760000     0.003855
    -0.002000     0.050000     0.454663     0.760000     0.002312
    -0.002000     0.050000     0.456378     0.760000     0.002911
    -0.002000     0.050000     0.458092     0.760000     0.005325
    -0.002000     0.050000     0.459806     0.760000     0.008710
     0.002000    -0.050000     0.454663     0.760000     0.008720
     0.002000    -0.050000     0.456378     0.760000     0.005336
     0.002000    -0.050000     0.458092     0.760000     0.002921
     0.002000    -0.050000     0.459806     0.760000     0.002320
     0.002000    -0.050000     0.461520     0.760000     0.003858
     0.002000    -0.050000     0.463235     0.760000     0.006812
     0.002000     0.050000     0.454663     0.760000     0.009561
     0.002000     0.050000     0.456378     0.760000     0.006017
     0.002000     0.050000     0.458092     0.760000     0.003279
     0.002000     0.050000     0.459806     0.760000     0.002159
     0.002000     0.050000     0.461520     0.760000     0.003240
     0.002000     0.050000     0.463235     0.760000     0.005963
     0.002000     0.050000     0.464949     0.760000     0.009510
     0.006000    -0.050000     0.459806     0.760000     0.009243
     0.006000    -0.050000     0.461520     0.760000     0.006350
     0.006000    -0.050000     0.463235     0.760000     0.004585
     0.006000    -0.050000     0.464949     0.760000     0.004515
     0.006000    -0.050000     0.466663     0.760000     0.006176
     0.006000    -0.050000     0.468378     0.760000     0.009025
     0.006000     0.050000     0.459806     0.760000     0.009832
     0.006000     0.050000     0.461520     0.760000     0.006703
     0.006000     0.050000     0.463235     0.760000     0.004570
     0.006000     0.050000     0.464949     0.760000     0.004067
     0.006000     0.050000     0.466663     0.760000     0.005412
     0.006000     0.050000     0.468378     0.760000     0.008109
     0.010000    -0.050000     0.466663     0.760000     0.009459
     0.010000    -0.050000     0.468378     0.760000     0.008441
     0.010000    -0.050000     0.470092     0.760000     0.008775
     0.010000     0.050000     0.466663     0.760000     0.009354
     0.010000     0.050000     0.468378     0.760000     0.008024
     0.010000     0.050000     0.470092     0.760000     0.008075
     0.010000     0.050000     0.471806     0.760000     0.009504
     0.018000    -0.046000     0.470092     0.760000     0.009795
     0.018000    -0.046000     0.471806     0.760000     0.007820
     0.018000    -0.046000     0.473520     0.760000     0.007198
     0.018000    -0.046000     0.475235     0.760000     0.008117
     0.018000     0.046000     0.471806     0.760000     0.008380
     0.018000     0.046000     0.473520     0.760000     0.007618
     0.018000     0.046000     0.475235     0.760000     0.008373
     0.022000    -0.046000     0.475235     0.760000     0.009645
     0.022000    -0.046000     0.476949     0.760000     0.009029
     0.022000    -0.046000     0.478663     0.760000     0.009813
     0.022000     0.046000     0.475235     0.760000     0.009309
     0.022000     0.046000     0.476949     0.760000     0.008542
     0.022000     0.046000     0.478663     0.760000     0.009241
     0.026000    -0.042000     0.473520     0.760000     0.009649
     0.026000    -0.042000     0.475235     0.760000     0.009152
     0.026000     0.042000     0.475235     0.760000     0.009626
     0.034000    -0.038000     0.471806     0.760000     0.009859
     0.034000    -0.038000     0.473520     0.760000     0.008727
     0.034000    -0.038000     0.475235     0.760000     0.008956
     0.034000     0.038000     0.471806     0.760000     0.009204
     0.034000     0.038000     0.473520     0.760000     0.007966
