    -0.090000    -0.090000     1.272548
    -0.090000    -0.080000     1.222726
    -0.090000    -0.070000     1.179951
    -0.090000    -0.060000     1.143475
    -0.090000    -0.050000     1.111688
    -0.090000    -0.040000     1.082003
    -0.090000    -0.030000     1.050788
    -0.090000    -0.020000     1.013378
    -0.090000    -0.010000     0.964366
    -0.090000     0.000000     0.899463
    -0.090000     0.010000     0.820182
    -0.090000     0.020000     0.736357
    -0.090000     0.030000     0.663833
    -0.090000     0.040000     0.620882
    -0.090000     0.050000     0.621076
    -0.090000     0.060000     0.664293
    -0.090000     0.070000     0.736830
    -0.090000     0.080000     0.820460
    -0.090000     0.090000     0.899452
    -0.090000     0.100000     0.964058
    -0.080000    -0.090000     1.223116
    -0.080000    -0.080000     1.158848
    -0.080000    -0.070000     1.101310
    -0.080000    -0.060000     1.050276
    -0.080000    -0.050000     1.004716
    -0.080000    -0.040000     0.962604
    -0.080000    -0.030000     0.920784
    -0.080000    -0.020000     0.874951
    -0.080000    -0.010000     0.820136
    -0.080000     0.000000     0.752872
    -0.080000     0.010000     0.675438
    -0.080000     0.020000     0.598399
    -0.080000     0.030000     0.539167
    -0.080000     0.040000     0.516601
    -0.080000     0.050000     0.539491
    -0.080000     0.060000     0.598828
    -0.080000     0.070000     0.675728
    -0.080000     0.080000     0.752875
    -0.080000     0.090000     0.819797
    -0.080000     0.100000     0.874274
    -0.070000    -0.090000     1.180631
    -0.070000    -0.080000     1.101627
    -0.070000    -0.070000     1.028609
    -0.070000    -0.060000     0.961879
    -0.070000    -0.050000     0.901099
    -0.070000    -0.040000     0.845021
    -0.070000    -0.030000     0.791241
    -0.070000    -0.020000     0.736116
    -0.070000    -0.010000     0.675334
    -0.070000     0.000000     0.606183
    -0.070000     0.010000     0.531624
    -0.070000     0.020000     0.463288
    -0.070000     0.030000     0.420430
    -0.070000     0.040000     0.420595
    -0.070000     0.050000     0.463646
    -0.070000     0.060000     0.531917
    -0.070000     0.070000     0.606213
    -0.070000     0.080000     0.674998
    -0.070000     0.090000     0.735386
    -0.070000     0.100000     0.790151
    -0.060000    -0.090000     1.144302
    -0.060000    -0.080000     1.050791
    -0.060000    -0.070000     0.962105
    -0.060000    -0.060000     0.878997
    -0.060000    -0.050000     0.801839
    -0.060000    -0.040000     0.730350
    -0.060000    -0.030000     0.663250
    -0.060000    -0.020000     0.598043
    -0.060000    -0.010000     0.531458
    -0.060000     0.000000     0.461597
    -0.060000     0.010000     0.392006
    -0.060000     0.020000     0.335596
    -0.060000     0.030000     0.312958
    -0.060000     0.040000     0.335859
    -0.060000     0.050000     0.392292
    -0.060000     0.060000     0.461666
    -0.060000     0.070000     0.531166
    -0.060000     0.080000     0.597328
    -0.060000     0.090000     0.662130
    -0.060000     0.100000     0.728902
    -0.050000    -0.090000     1.112508
    -0.050000    -0.080000     1.005290
    -0.050000    -0.070000     0.901435
    -0.050000    -0.060000     0.801976
    -0.050000    -0.050000     0.707893
    -0.050000    -0.040000     0.619957
    -0.050000    -0.030000     0.538447
    -0.050000    -0.020000     0.462824
    -0.050000    -0.010000     0.391790
    -0.050000     0.000000     0.324785
    -0.050000     0.010000     0.265789
    -0.050000     0.020000     0.227804
    -0.050000     0.030000     0.227943
    -0.050000     0.040000     0.266050
    -0.050000     0.050000     0.324905
    -0.050000     0.060000     0.391582
    -0.050000     0.070000     0.462197
    -0.050000     0.080000     0.537406
    -0.050000     0.090000     0.618578
    -0.050000     0.100000     0.706288
    -0.040000    -0.090000     1.082686
    -0.040000    -0.080000     0.963116
    -0.040000    -0.070000     0.845358
    -0.040000    -0.060000     0.730533
    -0.040000    -0.050000     0.620025
    -0.040000    -0.040000     0.515611
    -0.040000    -0.030000     0.419621
    -0.040000    -0.020000     0.335070
    -0.040000    -0.010000     0.265574
    -0.040000     0.000000     0.214662
    -0.040000     0.010000     0.184376
    -0.040000     0.020000     0.174557
    -0.040000     0.030000     0.184551
    -0.040000     0.040000     0.214823
    -0.040000     0.050000     0.265485
    -0.040000     0.060000     0.334598
    -0.040000     0.070000     0.418764
    -0.040000     0.080000     0.514445
    -0.040000     0.090000     0.618652
    -0.040000     0.100000     0.729049
    -0.030000    -0.090000     1.051265
    -0.030000    -0.080000     0.921159
    -0.030000    -0.070000     0.791504
    -0.030000    -0.060000     0.663410
    -0.030000    -0.050000     0.538525
    -0.030000    -0.040000     0.419646
    -0.030000    -0.030000     0.312171
    -0.030000    -0.020000     0.227361
    -0.030000    -0.010000     0.184329
    -0.030000     0.000000     0.187990
    -0.030000     0.010000     0.205485
    -0.030000     0.020000     0.205516
    -0.030000     0.030000     0.188087
    -0.030000     0.040000     0.184367
    -0.030000     0.050000     0.227106
    -0.030000     0.060000     0.311585
    -0.030000     0.070000     0.418804
    -0.030000     0.080000     0.537512
    -0.030000     0.090000     0.662299
    -0.030000     0.100000     0.790355
    -0.020000    -0.090000     1.013650
    -0.020000    -0.080000     0.875174
    -0.020000    -0.070000     0.736279
    -0.020000    -0.060000     0.598142
    -0.020000    -0.050000     0.462873
    -0.020000    -0.040000     0.335097
    -0.020000    -0.030000     0.227393
    -0.020000    -0.020000     0.174524
    -0.020000    -0.010000     0.205725
    -0.020000     0.000000     0.267869
    -0.020000     0.010000     0.297855
    -0.020000     0.020000     0.267856
    -0.020000     0.030000     0.205769
    -0.020000     0.040000     0.174499
    -0.020000     0.050000     0.227117
    -0.020000     0.060000     0.334617
    -0.020000     0.070000     0.462261
    -0.020000     0.080000     0.597451
    -0.020000     0.090000     0.735548
    -0.020000     0.100000     0.874436
    -0.010000    -0.090000     0.964484
    -0.010000    -0.080000     0.820232
    -0.010000    -0.070000     0.675390
    -0.010000    -0.060000     0.531473
    -0.010000    -0.050000     0.391788
    -0.010000    -0.040000     0.265612
    -0.010000    -0.030000     0.184482
    -0.010000    -0.020000     0.205879
    -0.010000    -0.010000     0.298173
    -0.010000     0.000000     0.386719
    -0.010000     0.010000     0.386675
    -0.010000     0.020000     0.298156
    -0.010000     0.030000     0.205910
    -0.010000     0.040000     0.184438
    -0.010000     0.050000     0.265433
    -0.010000     0.060000     0.391522
    -0.010000     0.070000     0.531155
