0.00000000 0.09748
0.11111111 0.06026
0.22222222 0.04675
0.33333334 0.06643
0.44444445 0.09525
0.55555558 0.13286
0.66666669 0.17415
0.77777779 0.21575
0.88888890 0.25014
1.00000000 0.28584
