    -0.167407    -4.333106
    -0.165733    -4.333935
    -0.164059    -4.334759
    -0.162385    -4.335577
    -0.160710    -4.336389
    -0.159036    -4.337196
    -0.157362    -4.337997
    -0.155688    -4.338791
    -0.154014    -4.339580
    -0.152340    -4.340361
    -0.150666    -4.341137
    -0.148992    -4.341905
    -0.147318    -4.342667
    -0.145644    -4.343422
    -0.143970    -4.344170
    -0.142296    -4.344910
    -0.140622    -4.345643
    -0.138948    -4.346369
    -0.137274    -4.347087
    -0.135599    -4.347797
    -0.133925    -4.348499
    -0.132251    -4.349193
    -0.130577    -4.349879
    -0.128903    -4.350556
    -0.127229    -4.351226
    -0.125555    -4.351886
    -0.123881    -4.352538
    -0.122207    -4.353182
    -0.120533    -4.353816
    -0.118859    -4.354442
    -0.117185    -4.355058
    -0.115511    -4.355665
    -0.113837    -4.356263
    -0.112163    -4.356851
    -0.110488    -4.357430
    -0.108814    -4.358000
    -0.107140    -4.358559
    -0.105466    -4.359109
    -0.103792    -4.359649
    -0.102118    -4.360179
    -0.100444    -4.360698
    -0.098770    -4.361208
    -0.097096    -4.361707
    -0.095422    -4.362196
    -0.093748    -4.362675
    -0.092074    -4.363143
    -0.090400    -4.363600
    -0.088726    -4.364047
    -0.087051    -4.364482
    -0.085377    -4.364907
    -0.083703    -4.365321
    -0.082029    -4.365724
    -0.080355    -4.366116
    -0.078681    -4.366497
    -0.077007    -4.366866
    -0.075333    -4.367224
    -0.073659    -4.367571
    -0.071985    -4.367906
    -0.070311    -4.368230
    -0.068637    -4.368542
    -0.066963    -4.368843
    -0.065289    -4.369131
    -0.063615    -4.369408
    -0.061940    -4.369674
    -0.060266    -4.369927
    -0.058592    -4.370168
    -0.056918    -4.370397
    -0.055244    -4.370615
    -0.053570    -4.370820
    -0.051896    -4.371013
    -0.050222    -4.371194
    -0.048548    -4.371362
    -0.046874    -4.371519
    -0.045200    -4.371662
    -0.043526    -4.371794
    -0.041852    -4.371913
    -0.040178    -4.372020
    -0.038504    -4.372114
    -0.036829    -4.372195
    -0.035155    -4.372264
    -0.033481    -4.372321
    -0.031807    -4.372364
    -0.030133    -4.372395
    -0.028459    -4.372414
    -0.026785    -4.372419
    -0.025111    -4.372412
    -0.023437    -4.372392
    -0.021763    -4.372359
    -0.020089    -4.372313
    -0.018415    -4.372255
    -0.016741    -4.372183
    -0.015067    -4.372099
    -0.013393    -4.372002
    -0.011718    -4.371891
    -0.010044    -4.371768
    -0.008370    -4.371632
    -0.006696    -4.371483
    -0.005022    -4.371320
    -0.003348    -4.371145
    -0.001674    -4.370957
     0.000000    -4.370770
     0.001674    -4.370969
     0.003348    -4.371158
     0.005022    -4.371333
     0.006696    -4.371496
     0.008370    -4.371645
     0.010044    -4.371781
     0.011718    -4.371905
     0.013393    -4.372015
     0.015067    -4.372113
     0.016741    -4.372197
     0.018415    -4.372269
     0.020089    -4.372328
     0.021763    -4.372374
     0.023437    -4.372407
     0.025111    -4.372427
     0.026785    -4.372434
     0.028459    -4.372428
     0.030133    -4.372410
     0.031807    -4.372379
     0.033481    -4.372336
     0.035155    -4.372279
     0.036829    -4.372210
     0.038504    -4.372129
     0.040178    -4.372034
     0.041852    -4.371928
     0.043526    -4.371809
     0.045200    -4.371677
     0.046874    -4.371533
     0.048548    -4.371377
     0.050222    -4.371208
     0.051896    -4.371027
     0.053570    -4.370834
     0.055244    -4.370628
     0.056918    -4.370411
     0.058592    -4.370181
     0.060266    -4.369940
     0.061940    -4.369686
     0.063615    -4.369421
     0.065289    -4.369143
     0.066963    -4.368854
     0.068637    -4.368554
     0.070311    -4.368241
     0.071985    -4.367917
     0.073659    -4.367581
     0.075333    -4.367234
     0.077007    -4.366876
     0.078681    -4.366506
     0.080355    -4.366125
     0.082029    -4.365733
     0.083703    -4.365329
     0.085377    -4.364915
     0.087051    -4.364489
     0.088726    -4.364053
     0.090400    -4.363606
     0.092074    -4.363148
     0.093748    -4.362680
     0.095422    -4.362201
     0.097096    -4.361711
     0.098770    -4.361211
     0.100444    -4.360701
     0.102118    -4.360181
     0.103792    -4.359651
     0.105466    -4.359110
     0.107140    -4.358560
     0.108814    -4.358000
     0.110488    -4.357430
     0.112163    -4.356850
     0.113837    -4.356261
     0.115511    -4.355663
     0.117185    -4.355055
     0.118859    -4.354438
     0.120533    -4.353812
     0.122207    -4.353177
     0.123881    -4.352533
     0.125555    -4.351880
     0.127229    -4.351219
     0.128903    -4.350549
     0.130577    -4.349871
     0.132251    -4.349184
     0.133925    -4.348490
     0.135599    -4.347787
     0.137274    -4.347076
     0.138948    -4.346358
     0.140622    -4.345632
     0.142296    -4.344898
     0.143970    -4.344157
     0.145644    -4.343409
     0.147318    -4.342654
     0.148992    -4.341891
     0.150666    -4.341122
     0.152340    -4.340346
     0.154014    -4.339564
     0.155688    -4.338775
     0.157362    -4.337980
     0.159036    -4.337179
     0.160710    -4.336371
     0.162385    -4.335559
     0.164059    -4.334740
     0.165733    -4.333916
     0.167407    -4.333087


    -0.167407    -4.287647
    -0.165733    -4.289031
    -0.164059    -4.290406
    -0.162385    -4.291771
    -0.160710    -4.293127
    -0.159036    -4.294474
    -0.157362    -4.295811
    -0.155688    -4.297138
    -0.154014    -4.298456
    -0.152340    -4.299764
    -0.150666    -4.301062
    -0.148992    -4.302350
    -0.147318    -4.303628
    -0.145644    -4.304896
    -0.143970    -4.306154
    -0.142296    -4.307402
    -0.140622    -4.308639
    -0.138948    -4.309866
    -0.137274    -4.311083
    -0.135599    -4.312289
    -0.133925    -4.313485
    -0.132251    -4.314670
    -0.130577    -4.315845
    -0.128903    -4.317008
    -0.127229    -4.318161
    -0.125555    -4.319304
    -0.123881    -4.320435
    -0.122207    -4.321555
    -0.120533    -4.322664
    -0.118859    -4.323762
    -0.117185    -4.324849
    -0.115511    -4.325925
    -0.113837    -4.326990
    -0.112163    -4.328043
    -0.110488    -4.329085
    -0.108814    -4.330116
    -0.107140    -4.331135
    -0.105466    -4.332142
    -0.103792    -4.333138
    -0.102118    -4.334123
    -0.100444    -4.335096
    -0.098770    -4.336057
    -0.097096    -4.337006
    -0.095422    -4.337944
    -0.093748    -4.338869
    -0.092074    -4.339783
    -0.090400    -4.340685
    -0.088726    -4.341575
    -0.087051    -4.342453
    -0.085377    -4.343319
    -0.083703    -4.344173
    -0.082029    -4.345014
    -0.080355    -4.345844
    -0.078681    -4.346661
    -0.077007    -4.347466
    -0.075333    -4.348259
    -0.073659    -4.349039
    -0.071985    -4.349807
    -0.070311    -4.350563
    -0.068637    -4.351306
    -0.066963    -4.352037
    -0.065289    -4.352755
    -0.063615    -4.353461
    -0.061940    -4.354154
    -0.060266    -4.354835
    -0.058592    -4.355503
    -0.056918    -4.356158
    -0.055244    -4.356801
    -0.053570    -4.357431
    -0.051896    -4.358048
    -0.050222    -4.358652
    -0.048548    -4.359244
    -0.046874    -4.359823
    -0.045200    -4.360389
    -0.043526    -4.360942
    -0.041852    -4.361482
    -0.040178    -4.362010
    -0.038504    -4.362524
    -0.036829    -4.363026
    -0.035155    -4.363515
    -0.033481    -4.363990
    -0.031807    -4.364453
    -0.030133    -4.364903
    -0.028459    -4.365340
    -0.026785    -4.365763
    -0.025111    -4.366174
    -0.023437    -4.366572
    -0.021763    -4.366957
    -0.020089    -4.367328
    -0.018415    -4.367687
    -0.016741    -4.368032
    -0.015067    -4.368364
    -0.013393    -4.368684
    -0.011718    -4.368990
    -0.010044    -4.369283
    -0.008370    -4.369563
    -0.006696    -4.369830
    -0.005022    -4.370084
    -0.003348    -4.370325
    -0.001674    -4.370553
     0.000000    -4.370752
     0.001674    -4.370541
     0.003348    -4.370313
     0.005022    -4.370073
     0.006696    -4.369819
     0.008370    -4.369552
     0.010044    -4.369273
     0.011718    -4.368980
     0.013393    -4.368674
     0.015067    -4.368355
     0.016741    -4.368023
     0.018415    -4.367678
     0.020089    -4.367320
     0.021763    -4.366948
     0.023437    -4.366564
     0.025111    -4.366167
     0.026785    -4.365757
     0.028459    -4.365333
     0.030133    -4.364897
     0.031807    -4.364447
     0.033481    -4.363985
     0.035155    -4.363510
     0.036829    -4.363021
     0.038504    -4.362520
     0.040178    -4.362006
     0.041852    -4.361479
     0.043526    -4.360939
     0.045200    -4.360386
     0.046874    -4.359820
     0.048548    -4.359242
     0.050222    -4.358650
     0.051896    -4.358046
     0.053570    -4.357429
     0.055244    -4.356800
     0.056918    -4.356157
     0.058592    -4.355502
     0.060266    -4.354835
     0.061940    -4.354155
     0.063615    -4.353462
     0.065289    -4.352756
     0.066963    -4.352038
     0.068637    -4.351308
     0.070311    -4.350565
     0.071985    -4.349809
     0.073659    -4.349042
     0.075333    -4.348261
     0.077007    -4.347469
     0.078681    -4.346664
     0.080355    -4.345847
     0.082029    -4.345018
     0.083703    -4.344176
     0.085377    -4.343323
     0.087051    -4.342457
     0.088726    -4.341579
     0.090400    -4.340690
     0.092074    -4.339788
     0.093748    -4.338874
     0.095422    -4.337949
     0.097096    -4.337011
     0.098770    -4.336062
     0.100444    -4.335101
     0.102118    -4.334128
     0.103792    -4.333144
     0.105466    -4.332148
     0.107140    -4.331140
     0.108814    -4.330121
     0.110488    -4.329091
     0.112163    -4.328049
     0.113837    -4.326996
     0.115511    -4.325931
     0.117185    -4.324855
     0.118859    -4.323768
     0.120533    -4.322670
     0.122207    -4.321561
     0.123881    -4.320441
     0.125555    -4.319309
     0.127229    -4.318167
     0.128903    -4.317014
     0.130577    -4.315850
     0.132251    -4.314676
     0.133925    -4.313491
     0.135599    -4.312295
     0.137274    -4.311089
     0.138948    -4.309872
     0.140622    -4.308644
     0.142296    -4.307407
     0.143970    -4.306159
     0.145644    -4.304901
     0.147318    -4.303633
     0.148992    -4.302355
     0.150666    -4.301066
     0.152340    -4.299768
     0.154014    -4.298460
     0.155688    -4.297142
     0.157362    -4.295815
     0.159036    -4.294478
