     0.000000    -0.050000     0.400000    -3.702802
     0.000000    -0.050000     0.440000    -3.745115
     0.000000    -0.050000     0.480000    -3.766397
     0.000000    -0.050000     0.520000    -3.765128
     0.000000    -0.050000     0.560000    -3.741423
     0.000000    -0.050000     0.600000    -3.696975
     0.000000    -0.042000     0.400000    -3.699135
     0.000000    -0.042000     0.440000    -3.743705
     0.000000    -0.042000     0.480000    -3.766344
     0.000000    -0.042000     0.520000    -3.765526
     0.000000    -0.042000     0.560000    -3.741338
     0.000000    -0.042000     0.600000    -3.695422
     0.000000    -0.034000     0.400000    -3.695757
     0.000000    -0.034000     0.440000    -3.742192
     0.000000    -0.034000     0.480000    -3.765922
     0.000000    -0.034000     0.520000    -3.765426
     0.000000    -0.034000     0.560000    -3.740775
     0.000000    -0.034000     0.600000    -3.693566
     0.000000    -0.026000     0.400000    -3.692584
     0.000000    -0.026000     0.440000    -3.740507
     0.000000    -0.026000     0.480000    -3.765083
     0.000000    -0.026000     0.520000    -3.764806
     0.000000    -0.026000     0.560000    -3.739733
     0.000000    -0.026000     0.600000    -3.691422
     0.000000    -0.018000     0.400000    -3.689536
     0.000000    -0.018000     0.440000    -3.738586
     0.000000    -0.018000     0.480000    -3.763786
     0.000000    -0.018000     0.520000    -3.763648
     0.000000    -0.018000     0.560000    -3.738216
     0.000000    -0.018000     0.600000    -3.689012
     0.000000    -0.010000     0.400000    -3.686540
     0.000000    -0.010000     0.440000    -3.736371
     0.000000    -0.010000     0.480000    -3.761996
     0.000000    -0.010000     0.520000    -3.761940
     0.000000    -0.010000     0.560000    -3.736230
     0.000000    -0.010000     0.600000    -3.686363
     0.008000    -0.050000     0.400000    -3.700980
     0.008000    -0.050000     0.440000    -3.744342
     0.008000    -0.050000     0.480000    -3.766354
     0.008000    -0.050000     0.520000    -3.765381
     0.008000    -0.050000     0.560000    -3.741520
     0.008000    -0.050000     0.600000    -3.696531
     0.008000    -0.042000     0.400000    -3.697527
     0.008000    -0.042000     0.440000    -3.742940
     0.008000    -0.042000     0.480000    -3.766161
     0.008000    -0.042000     0.520000    -3.765565
     0.008000    -0.042000     0.560000    -3.741224
     0.008000    -0.042000     0.600000    -3.694840
     0.008000    -0.034000     0.400000    -3.694341
     0.008000    -0.034000     0.440000    -3.741420
     0.008000    -0.034000     0.480000    -3.765594
     0.008000    -0.034000     0.520000    -3.765259
     0.008000    -0.034000     0.560000    -3.740470
     0.008000    -0.034000     0.600000    -3.692875
     0.008000    -0.026000     0.400000    -3.691363
     0.008000    -0.026000     0.440000    -3.739736
     0.008000    -0.026000     0.480000    -3.764628
     0.008000    -0.026000     0.520000    -3.764463
     0.008000    -0.026000     0.560000    -3.739278
     0.008000    -0.026000     0.600000    -3.690674
     0.008000    -0.018000     0.400000    -3.688580
     0.008000    -0.018000     0.440000    -3.737888
     0.008000    -0.018000     0.480000    -3.763283
     0.008000    -0.018000     0.520000    -3.763219
     0.008000    -0.018000     0.560000    -3.737714
     0.008000    -0.018000     0.600000    -3.688324
     0.008000    -0.010000     0.400000    -3.686193
     0.008000    -0.010000     0.440000    -3.736076
     0.008000    -0.010000     0.480000    -3.761770
     0.008000    -0.010000     0.520000    -3.761757
     0.008000    -0.010000     0.560000    -3.736033
     0.008000    -0.010000     0.600000    -3.686110
     0.016000    -0.050000     0.400000    -3.699369
     0.016000    -0.050000     0.440000    -3.743546
     0.016000    -0.050000     0.480000    -3.766196
     0.016000    -0.050000     0.520000    -3.765594
     0.016000    -0.050000     0.560000    -3.741812
     0.016000    -0.050000     0.600000    -3.696654
     0.016000    -0.042000     0.400000    -3.696242
     0.016000    -0.042000     0.440000    -3.742248
     0.016000    -0.042000     0.480000    -3.765943
     0.016000    -0.042000     0.520000    -3.765634
     0.016000    -0.042000     0.560000    -3.741366
     0.016000    -0.042000     0.600000    -3.694880
     0.016000    -0.034000     0.400000    -3.693423
     0.016000    -0.034000     0.440000    -3.740873
     0.016000    -0.034000     0.480000    -3.765366
     0.016000    -0.034000     0.520000    -3.765244
     0.016000    -0.034000     0.560000    -3.740534
     0.016000    -0.034000     0.600000    -3.692913
     0.016000    -0.026000     0.400000    -3.690929
     0.016000    -0.026000     0.440000    -3.739450
     0.016000    -0.026000     0.480000    -3.764508
     0.016000    -0.026000     0.520000    -3.764491
     0.016000    -0.026000     0.560000    -3.739406
     0.016000    -0.026000     0.600000    -3.690866
     0.016000    -0.018000     0.400000    -3.688930
     0.016000    -0.018000     0.440000    -3.738144
     0.016000    -0.018000     0.480000    -3.763544
     0.016000    -0.018000     0.520000    -3.763568
     0.016000    -0.018000     0.560000    -3.738198
     0.016000    -0.018000     0.600000    -3.688981
     0.016000    -0.010000     0.400000    -3.687909
     0.016000    -0.010000     0.440000    -3.737415
     0.016000    -0.010000     0.480000    -3.762928
     0.016000    -0.010000     0.520000    -3.762943
     0.016000    -0.010000     0.560000    -3.737415
     0.016000    -0.010000     0.600000    -3.687812
     0.024000    -0.050000     0.400000    -3.698096
     0.024000    -0.050000     0.440000    -3.742823
     0.024000    -0.050000     0.480000    -3.765988
     0.024000    -0.050000     0.520000    -3.765805
     0.024000    -0.050000     0.560000    -3.742312
     0.024000    -0.050000     0.600000    -3.697327
     0.024000    -0.042000     0.400000    -3.695436
     0.024000    -0.042000     0.440000    -3.741746
     0.024000    -0.042000     0.480000    -3.765775
     0.024000    -0.042000     0.520000    -3.765784
     0.024000    -0.042000     0.560000    -3.741788
     0.024000    -0.042000     0.600000    -3.695530
     0.024000    -0.034000     0.400000    -3.693181
     0.024000    -0.034000     0.440000    -3.740687
     0.024000    -0.034000     0.480000    -3.765331
     0.024000    -0.034000     0.520000    -3.765436
     0.024000    -0.034000     0.560000    -3.740993
     0.024000    -0.034000     0.600000    -3.693667
     0.024000    -0.026000     0.400000    -3.691435
     0.024000    -0.026000     0.440000    -3.739747
     0.024000    -0.026000     0.480000    -3.764771
     0.024000    -0.026000     0.520000    -3.764893
     0.024000    -0.026000     0.560000    -3.740081
     0.024000    -0.026000     0.600000    -3.691914
     0.024000    -0.018000     0.400000    -3.690423
     0.024000    -0.018000     0.440000    -3.739149
     0.024000    -0.018000     0.480000    -3.764322
     0.024000    -0.018000     0.520000    -3.764399
     0.024000    -0.018000     0.560000    -3.739321
     0.024000    -0.018000     0.600000    -3.690577
     0.024000    -0.010000     0.400000    -3.690403
     0.024000    -0.010000     0.440000    -3.739150
     0.024000    -0.010000     0.480000    -3.764257
     0.024000    -0.010000     0.520000    -3.764251
     0.024000    -0.010000     0.560000    -3.739051
     0.024000    -0.010000     0.600000    -3.690054
     0.032000    -0.050000     0.400000    -3.697268
     0.032000    -0.050000     0.440000    -3.742247
     0.032000    -0.050000     0.480000    -3.765769
     0.032000    -0.050000     0.520000    -3.766020
     0.032000    -0.050000     0.560000    -3.742994
     0.032000    -0.050000     0.600000    -3.698487
     0.032000    -0.042000     0.400000    -3.695210
     0.032000    -0.042000     0.440000    -3.741498
     0.032000    -0.042000     0.480000    -3.765677
     0.032000    -0.042000     0.520000    -3.766000
     0.032000    -0.042000     0.560000    -3.742441
     0.032000    -0.042000     0.600000    -3.696704
