    -0.167407    -0.374016    -0.419803
    -0.165733    -0.539749    -0.418671
    -0.164059    -0.538075    -0.417532
    -0.162385    -0.536401    -0.416386
    -0.160710    -0.534726    -0.415233
    -0.159036    -0.533052    -0.414074
    -0.157362    -0.531378    -0.412908
    -0.155688    -0.529704    -0.411736
    -0.154014    -0.528030    -0.410558
    -0.152340    -0.526356    -0.409375
    -0.150666    -0.524682    -0.408185
    -0.148992    -0.523008    -0.406991
    -0.147318    -0.521334    -0.405791
    -0.145644    -0.519660    -0.404585
    -0.143970    -0.517986    -0.403375
    -0.142296    -0.516312    -0.402160
    -0.140622    -0.514638    -0.400941
    -0.138948    -0.512964    -0.399717
    -0.137274    -0.511290    -0.398489
    -0.135599    -0.509615    -0.397257
    -0.133925    -0.507941    -0.396022
    -0.132251    -0.506267    -0.394783
    -0.130577    -0.504593    -0.393540
    -0.128903    -0.502919    -0.392294
    -0.127229    -0.501245    -0.391045
    -0.125555    -0.499571    -0.389794
    -0.123881    -0.497897    -0.388540
    -0.122207    -0.496223    -0.387283
    -0.120533    -0.494549    -0.386024
    -0.118859    -0.492875    -0.384764
    -0.117185    -0.491201    -0.383501
    -0.115511    -0.489527    -0.382237
    -0.113837    -0.487853    -0.380972
    -0.112163    -0.486179    -0.379705
    -0.110488    -0.484504    -0.378438
    -0.108814    -0.482830    -0.377170
    -0.107140    -0.481156    -0.375902
    -0.105466    -0.479482    -0.374633
    -0.103792    -0.477808    -0.373365
    -0.102118    -0.476134    -0.372096
    -0.100444    -0.474460    -0.370829
    -0.098770    -0.472786    -0.369562
    -0.097096    -0.471112    -0.368296
    -0.095422    -0.469438    -0.367032
    -0.093748    -0.467764    -0.365769
    -0.092074    -0.466090    -0.364508
    -0.090400    -0.464416    -0.363249
    -0.088726    -0.462742    -0.361993
    -0.087051    -0.461068    -0.360739
    -0.085377    -0.459393    -0.359488
    -0.083703    -0.457719    -0.358241
    -0.082029    -0.456045    -0.356997
    -0.080355    -0.454371    -0.355757
    -0.078681    -0.452697    -0.354522
    -0.077007    -0.451023    -0.353291
    -0.075333    -0.449349    -0.352064
    -0.073659    -0.447675    -0.350844
    -0.071985    -0.446001    -0.349628
