    -0.167407    -0.289957    -2.537263
    -0.162538    -0.289957    -2.537263
    -0.157668    -0.289957    -2.537263
    -0.152799    -0.289957    -2.537263
    -0.147930    -0.289957    -2.537263
    -0.143061    -0.289957    -2.537263
    -0.138192    -0.289957    -2.537263
    -0.133323    -0.289957    -2.537263
    -0.128453    -0.289957    -2.537263
    -0.123584    -0.289957    -2.537263
    -0.118715    -0.289957    -2.537263
    -0.113846    -0.289957    -2.537263
    -0.108977    -0.289957    -2.537263
    -0.104107    -0.289957    -2.537263
    -0.099238    -0.289957    -2.537263
    -0.094369    -0.289957    -2.537263
    -0.089500    -0.289957    -2.537263
    -0.084631 ************    -2.537263
    -0.079762 ************    -2.537263
    -0.074892 ************    -2.537263
    -0.070023 ************    -2.537263
    -0.065154 ************    -2.537263
    -0.060285 ************    -2.537263
    -0.055416 ************    -2.537263
    -0.050547 ************    -2.537263
    -0.045677 ************    -2.537263
    -0.040808 ************    -2.537263
    -0.035939 ************    -2.537263
    -0.031070 ************    -2.537263
    -0.026201 ************    -2.537263
    -0.021332 ************    -2.537263
    -0.016462 ************    -2.537263
    -0.011593 ************    -2.537263
    -0.006724 ************    -2.537263
    -0.001855 ************    -2.537263
     0.003014 ************    -2.537263
     0.007884 ************    -2.537263
     0.012753 ************    -2.537263
     0.017622 ************    -2.537263
     0.022491 ************    -2.537263
     0.027360 ************    -2.537263
     0.032229 ************    -2.537263
     0.037099 ************    -2.537263
     0.041968 ************    -2.537263
     0.046837 ************    -2.537263
     0.051706 ************    -2.537263
     0.056575 ************    -2.537263
     0.061444 ************    -2.537263
     0.066314 ************    -2.537263
     0.071183 ************    -2.537263
     0.076052 ************    -2.537263
     0.080921 ************    -2.537263
     0.085790 ************    -2.537263
     0.090660 ************    -2.537263
     0.095529 ************    -2.537263
     0.100398 ************    -2.537263
     0.105267 ************    -2.537263
     0.110136 ************    -2.537263
     0.115005 ************    -2.537263
     0.119875 ************    -2.537263
     0.124744 ************    -2.537263
     0.129613 ************    -2.537263
     0.134482 ************    -2.537263
     0.139351 ************    -2.537263
     0.144220 ************    -2.537263
     0.149090 ************    -2.537263
     0.153959 ************    -2.537263
     0.158828 ************    -2.537263
     0.163697 ************    -2.537263
     0.168566 ************    -2.537263
     0.173435 ************    -2.537263
     0.178305 ************    -2.537263
     0.183174 ************    -2.537263
     0.188043 ************    -2.537263
     0.192912 ************    -2.537263
     0.197781 ************    -2.537263
     0.202651 ************    -2.537263
     0.207520 ************    -2.537263
     0.212389 ************    -2.537263
     0.217258 ************    -2.537263
     0.222127 ************    -2.537263
     0.226996 ************    -2.537263
     0.231866 ************    -2.537263
     0.236735 ************    -2.537263
     0.241604 ************    -2.537263
     0.246473 ************    -2.537263
     0.251342 ************    -2.537263
     0.256211 ************    -2.537263
     0.261081 ************    -2.537263
     0.265950 ************    -2.537263
     0.270819 ************    -2.537263
     0.275688     Infinity    -2.537263
     0.280557     Infinity    -2.537263
     0.285426     Infinity    -2.537263
     0.290296     Infinity    -2.537263
     0.295165     Infinity    -2.537263
     0.300034     Infinity    -2.537263
     0.304903     Infinity    -2.537263
     0.309772     Infinity    -2.537263
     0.314642     Infinity    -2.537263
     0.796690     Infinity    -2.537263
     0.801262     Infinity    -2.537263
     0.805834     Infinity    -2.537263
     0.810407          NaN    -2.537263
     0.814979          NaN    -2.537263
     0.819552          NaN    -2.537263
     0.824124          NaN    -2.537263
     0.828696          NaN    -2.537263
     0.833269          NaN    -2.537263
     0.837841          NaN    -2.537263
     0.842413          NaN    -2.537263
     0.846986          NaN    -2.537263
     0.851558          NaN    -2.537263
     0.856130          NaN    -2.537263
     0.860703          NaN    -2.537263
     0.865275          NaN    -2.537263
     0.869847          NaN    -2.537263
     0.874420          NaN    -2.537263
     0.878992          NaN    -2.537263
     0.883564          NaN    -2.537263
     0.888137          NaN    -2.537263
     0.892709          NaN    -2.537263
     0.897281          NaN    -2.537263
     0.901854          NaN    -2.537263
     0.906426          NaN    -2.537263
     0.910998          NaN    -2.537263
     0.915571          NaN    -2.537263
     0.920143          NaN    -2.537263
     0.924715          NaN    -2.537263
     0.929288          NaN    -2.537263
     0.933860          NaN    -2.537263
     0.938433          NaN    -2.537263
     0.943005          NaN    -2.537263
     0.947577          NaN    -2.537263
     0.952150          NaN    -2.537263
     0.956722          NaN    -2.537263
     0.961294          NaN    -2.537263
     0.965867          NaN    -2.537263
     0.970439          NaN    -2.537263
     0.975011          NaN    -2.537263
     0.979584          NaN    -2.537263
     0.984156          NaN    -2.537263
     0.988728          NaN    -2.537263
     0.993301          NaN    -2.537263
     0.997873          NaN    -2.537263
     1.002445          NaN    -2.537263
     1.007018          NaN    -2.537263
     1.011590          NaN    -2.537263
     1.016162          NaN    -2.537263
     1.020735          NaN    -2.537263
     1.025307          NaN    -2.537263
     1.029879          NaN    -2.537263
     1.034452          NaN    -2.537263
     1.039024          NaN    -2.537263
     1.043597          NaN    -2.537263
     1.048169          NaN    -2.537263
     1.052741          NaN    -2.537263
     1.057314          NaN    -2.537263
     1.061886          NaN    -2.537263
     1.066458          NaN    -2.537263
     1.071031          NaN    -2.537263
     1.075603          NaN    -2.537263
     1.080175          NaN    -2.537263
     1.084748          NaN    -2.537263
     1.089320          NaN    -2.537263
     1.093892          NaN    -2.537263
     1.098465          NaN    -2.537263
     1.103037          NaN    -2.537263
     1.107609          NaN    -2.537263
     1.112182          NaN    -2.537263
     1.116754          NaN    -2.537263
     1.121326          NaN    -2.537263
     1.125899          NaN    -2.537263
     1.130471          NaN    -2.537263
     1.135043          NaN    -2.537263
     1.139616          NaN    -2.537263
     1.144188          NaN    -2.537263
     1.148761          NaN    -2.537263
     1.153333          NaN    -2.537263
     1.157905          NaN    -2.537263
     1.162478          NaN    -2.537263
     1.167050          NaN    -2.537263
     1.171622          NaN    -2.537263
     1.176195          NaN    -2.537263
     1.180767          NaN    -2.537263
     1.185339          NaN    -2.537263
     1.189912          NaN    -2.537263
     1.194484          NaN    -2.537263
     1.199056          NaN    -2.537263
     1.203629          NaN    -2.537263
     1.208201          NaN    -2.537263
     1.212773          NaN    -2.537263
     1.217346          NaN    -2.537263
     1.221918          NaN    -2.537263
     1.226490          NaN    -2.537263
     1.231063          NaN    -2.537263
     1.235635          NaN    -2.537263
     1.240207          NaN    -2.537263
     1.244780          NaN    -2.537263
     1.249352          NaN    -2.537263
     1.702014          NaN    -2.537263


    -0.167407    -0.289957    -2.537232
    -0.162538    -0.289957    -2.537232
    -0.157668    -0.289957    -2.537232
    -0.152799    -0.289957    -2.537232
    -0.147930    -0.289957    -2.537232
    -0.143061    -0.289957    -2.537232
    -0.138192    -0.289957    -2.537232
    -0.133323    -0.289957    -2.537232
    -0.128453    -0.289957    -2.537232
    -0.123584    -0.289957    -2.537232
    -0.118715    -0.289957    -2.537232
    -0.113846    -0.289957    -2.537232
    -0.108977    -0.289957    -2.537232
    -0.104107    -0.289957    -2.537232
    -0.099238    -0.289957    -2.537232
    -0.094369    -0.289957    -2.537232
    -0.089500    -0.289957    -2.537232
    -0.084631 ************    -2.537232
    -0.079762 ************    -2.537232
    -0.074892 ************    -2.537232
    -0.070023 ************    -2.537232
    -0.065154 ************    -2.537232
    -0.060285 ************    -2.537232
    -0.055416 ************    -2.537232
    -0.050547 ************    -2.537232
    -0.045677 ************    -2.537232
    -0.040808 ************    -2.537232
    -0.035939 ************    -2.537232
    -0.031070 ************    -2.537232
    -0.026201 ************    -2.537232
    -0.021332 ************    -2.537232
    -0.016462 ************    -2.537232
    -0.011593 ************    -2.537232
    -0.006724 ************    -2.537232
    -0.001855 ************    -2.537232
     0.003014 ************    -2.537232
     0.007884 ************    -2.537232
     0.012753 ************    -2.537232
     0.017622 ************    -2.537232
     0.022491 ************    -2.537232
     0.027360 ************    -2.537232
     0.032229 ************    -2.537232
     0.037099 ************    -2.537232
     0.041968 ************    -2.537232
     0.046837 ************    -2.537232
     0.051706 ************    -2.537232
     0.056575 ************    -2.537232
     0.061444 ************    -2.537232
     0.066314 ************    -2.537232
     0.071183 ************    -2.537232
     0.076052 ************    -2.537232
     0.080921 ************    -2.537232
     0.085790 ************    -2.537232
     0.090660 ************    -2.537232
     0.095529 ************    -2.537232
     0.100398 ************    -2.537232
     0.105267 ************    -2.537232
     0.110136 ************    -2.537232
     0.115005 ************    -2.537232
