    10.00000000 0.10222
    20.02040816 0.09475
    30.04081633 0.08748
    40.06122449 0.08049
    50.08163265 0.07386
    60.10204082 0.06769
    70.12244898 0.06213
    80.14285715 0.05723
    90.16326530 0.05289
   100.18367347 0.04955
   110.20408164 0.04754
   120.22448979 0.04703
   130.24489796 0.04806
   140.26530612 0.05054
   150.28571430 0.05421
   160.30612245 0.05829
   170.32653061 0.06326
   180.34693879 0.06893
   190.36734694 0.07515
   200.38775510 0.08153
   210.40816328 0.08816
   220.42857143 0.09509
   230.44897959 0.10224
   240.46938777 0.10928
   250.48979592 0.11639
   260.51020408 0.12367
   270.53061223 0.13087
   280.55102038 0.13815
   290.57142860 0.14554
   300.59183675 0.15283
   310.61224490 0.16017
   320.63265306 0.16759
   330.65306121 0.17485
   340.67346936 0.18212
   350.69387758 0.18937
   360.71428573 0.19658
   370.73469388 0.20385
   380.75510204 0.21098
   390.77551019 0.21817
   400.79591835 0.22526
   410.81632656 0.23236
   420.83673471 0.23934
   430.85714287 0.24630
   440.87755102 0.25320
   450.89795917 0.26008
   460.91836733 0.26689
   470.93877554 0.27369
   480.95918369 0.28037
   490.97959185 0.28702
   501.00000000 0.29354
